type,time,one,two,three
4,511602526475964,-0.46141875,0.56045234,0.31435728
4,511619706364587,-0.12690352,-0.33566058,-0.22005773
4,511585346661068,0.5379274,-0.295421,-0.48043138
1,511602527005964,0.8787641,4.8003016,8.745767
1,511619706894587,0.7325028,5.300401,7.7880397
1,511585347191068,0.69182485,5.721837,8.601898
4,511606822072891,-0.047875155,-0.010766183,0.08345701
4,511589642235600,-0.05581617,-0.012598725,0.009468133
4,511624001974795,0.8120451,0.4322508,-0.061848287
1,511606822602891,1.2592229,5.7840505,7.52453
1,511589642765600,1.1826526,6.2676997,7.3235326
1,511624002504795,1.3669,6.708278,6.090631
4,511611117673673,-0.13095038,-0.07795938,-0.040010497
4,511593937816329,-0.25311983,0.36681378,0.22578442
4,511628297587868,-0.13362284,-0.15607147,0.100637086
6,511593938187058,984.03174,0.0,0.0
1,511611118203673,1.0917253,5.250152,8.319545
1,511593938346329,1.3860425,5.5519466,7.8741813
1,511628298117868,0.622433,4.915157,8.56122
4,511598233403152,0.49272466,0.32649785,0.17264071
4,511615413276670,-0.20875706,-0.046118967,0.11285403
6,511628298193962,984.0171,0.0,0.0
4,511632593203337,-0.12629268,-0.06261184,0.060321167
4,511581053610912,-0.012446013,-0.010766183,0.02351762
1,511598233933152,0.8258229,5.4227343,8.458329
1,511615413806670,0.6367899,5.142475,8.841479
1,511632593733337,0.46929234,5.2166524,8.637791
1,511581054140912,0.31136605,5.2142596,8.410473
4,511602528995391,-0.44859096,0.5396836,0.30091864
4,511619708884014,-0.15500249,-0.33932567,-0.23410721
4,511585349180443,0.57518905,-0.28809083,-0.48531815
1,511602529525391,0.8644072,4.7955155,8.807981
1,511619709414014,0.7253244,5.309973,7.838289
1,511585349710443,0.6726823,5.6907306,8.549256
4,511606824592318,-0.04421007,-0.003436016,0.0846787
4,511589644754975,-0.065589726,-0.019928891,0.008857286
4,511624004494222,0.77844846,0.53120804,-0.0361927
1,511606825122318,1.2472588,5.776872,7.52453
1,511589645284975,1.1659029,6.2724853,7.3546395
1,511624005024222,1.2783655,6.7633133,6.0379887
4,511611120193100,-0.1376697,-0.08406785,-0.042453885
4,511593940335756,-0.252509,0.3814741,0.21662171
4,511628300107295,-0.13423368,-0.15973656,0.0981937
1,511611120723100,1.1036894,5.2549376,8.329117
1,511593940865756,1.3836497,5.563911,7.84786
1,511628300637295,0.68225354,4.929514,8.585149
